OBJ_ID,BRIGHTNESS,MAGNITUDE,MAX_X,MAX_Y,SKY,UPPERLIMIT,X,Y,GEO_SEMI_MAJOR,GEO_SEMI_MINOR,POSITION_ANGLE,ELLIPTICITY,AREA,SEMI_MAJOR
2579,5.1299,-1.775,3348,3040,0.0003147,0.86325,3339.142,3026.423,5.661,3.642,-72.491,0.401,216,5.669
2580,38.374,-3.96,4173,3053,0.001586,1.5026,4154.432,3034.974,7.938,7.221,59.857,0.095,656,6.218
2581,23.882,-3.445,4195,3065,0.001726,1.2432,4173.408,3051.962,8.259,5.986,1.512,0.283,537,6.908
2582,188.08,-5.686,3482,2827,0.0007368,2.3599,3452.286,2797.816,15.691,11.12,62.114,0.241,1968,9.767
2583,25.204,-3.504,3444,2839,0.0005514,1.7615,3426.048,2822.256,10.301,6.544,-29.457,0.328,700,8.798
2584,28.383,-3.633,3438,2814,0.0007198,1.1958,3425.665,2801.39,8.068,5.928,41.011,0.271,515,6.947
2585,5.8259,-1.913,4028,2791,-0.0002045,0.88245,4018.813,2780.396,5.421,3.925,-48.469,0.27,238,5.194
2586,12.907,-2.777,1012,3058,0.001234,1.2753,1000.2,3040.758,10.239,5.709,-63.224,0.44,491,9.851
2587,15.176,-2.953,3827,2802,0.0007868,1.029,3811.073,2789.764,7.32,5.929,2.513,0.184,486,6.373
2588,11.626,-2.664,1082,3063,0.00108,1.1284,1070.745,3049.098,7.08,5.724,-81.252,0.227,419,6.806
2589,5.8878,-1.925,3030,2805,0.003737,0.85846,3020.385,2792.486,6.858,3.817,-68.57,0.464,244,6.84
2590,33.211,-3.803,175,3566,0.0003352,1.5306,155.488,3546.458,9.119,7.214,-58.701,0.213,720,7.631
2591,9.8504,-2.484,147,3548,0.0001665,0.99769,138.244,3534.837,6.738,4.099,-61.239,0.446,295,6.44
2592,10.977,-2.601,18,3557,0.001065,0.84443,8.247,3545.078,6.726,4.526,-73.579,0.34,306,6.276
2593,3.0655,-1.216,457,3551,0.001067,0.50434,451.781,3545.29,3.12,2.27,-56.319,0.334,83,2.993
2594,7.415,-2.175,3352,3565,0.001005,0.93152,3342.343,3553.651,6.144,4.359,74.749,0.268,290,5.869
2595,112.48,-5.128,1200,3600,0.001328,2.0684,1171.667,3571.954,15.456,10.949,-13.671,0.281,1860,11.143
2596,14.213,-2.882,3969,3580,0.0003477,1.1713,3955.207,3561.38,7.436,5.807,-86.796,0.257,407,6.816
2597,89.554,-4.88,243,3089,0.0011,2.2132,220.624,3062.352,11.282,9.406,-67.693,0.139,1226,7.939
2598,4.5578,-1.647,3261,3058,8.596e-05,0.68528,3253.737,3051.118,4.012,2.969,-5.783,0.243,136,3.719
2599,16.1,-3.017,3011,3080,0.0006611,1.3655,2994.713,3065.016,7.768,6.958,3.181,0.083,552,6.913
2600,24.786,-3.486,362,3090,0.0008698,1.5686,340.267,3073.243,10.862,7.513,5.408,0.337,798,10.24
2601,23.047,-3.407,1795,3606,0.001291,1.6368,1775.731,3586.807,9.57,6.744,62.703,0.303,660,8.526
2602,19.557,-3.228,1808,3588,0.001244,1.3671,1788.292,3569.426,10.745,5.904,33.903,0.484,617,10.152
2603,20.693,-3.29,1567,3086,0.0004004,1.2882,1554.388,3076.078,7.482,5.365,-2.081,0.291,459,6.275
2604,9.4864,-2.443,1544,3096,0.0002893,0.90461,1536.356,3083.387,6.568,3.311,83.391,0.475,243,5.811
