OBJ_ID,X,Y,BRIGHTNESS,MAGNITUDE,SEMI_MAJOR,SEMI_MINOR,MAX_X,MAX_Y,SN,ELLIPTICITY,POSITION_ANGLE,SKY,STD,AREA,UPPERLIMIT
4079,1824.582,3943.724,5.9633,25.061,3.818,3.471,1834,3951,6.203,0.091,31.523,0.003248,0.05469,179,0.89469
4080,1403.066,3675.745,8.6435,24.658,7.935,5.202,1417,3690,6.42,0.344,-35.133,0.004423,0.0545,371,1.2174
4081,2738.073,3763.849,39.435,23.01,10.161,7.046,2765,3783,16.938,0.307,19.135,0.003662,0.05463,963,2.0736
4082,3629.813,3955.332,13.032,24.212,6.726,4.428,3644,3967,9.47,0.342,-46.753,0.005385,0.05393,355,1.3157
4083,1147.038,3680.382,8.5572,24.669,8.361,4.252,1166,3691,6.226,0.491,25.597,0.003518,0.05483,378,1.2143
4084,2643.305,3760.215,11.22,24.375,7.797,4.478,2657,3774,7.748,0.426,51.461,0.003049,0.05459,414,1.3675
4085,2246.091,3956.428,4.7707,25.304,5.742,2.815,2252,3969,4.844,0.51,-89.24,0.004556,0.05533,191,0.9201
4086,976.457,3682.43,5.3838,25.172,6.513,3.417,987,3694,5.186,0.475,41.239,0.003698,0.05415,222,1.0145
4087,3495.285,3762.178,5.3242,25.184,5.597,2.94,3502,3775,5.057,0.475,75.973,0.005378,0.05479,215,0.85721
4088,22.183,3956.198,7.855,24.762,5.926,2.851,36,3964,7.1,0.519,-19.295,0.004314,0.0548,227,0.96662
4089,2542.84,3682.719,13.063,24.21,3.907,3.242,2553,3691,11.054,0.17,13.571,0.004128,0.05495,221,1.0311
4090,3100.952,3766.253,8.0472,24.736,6.54,3.072,3113,3775,6.976,0.53,32.238,0.003616,0.05455,254,0.9489
4091,1684.998,3685.122,4.8477,25.286,4.485,2.945,1693,3692,5.175,0.343,12.558,0.004328,0.05531,170,0.74366
4092,1362.938,3693.5,5.9992,25.055,5.962,3.485,1374,3703,5.484,0.415,61.433,0.004101,0.05425,237,0.95704
4093,969.52,3769.872,11.912,24.31,6.52,5.938,984,3782,7.789,0.089,-23.065,0.004336,0.05449,464,1.5711
4094,3200.859,3631.861,160.92,21.483,10.074,8.564,3229,3661,41.616,0.15,48.25,0.004303,0.05481,1964,2.8599
4095,2083.278,3978.968,57.462,22.602,10.208,6.186,2104,4008,22.062,0.394,68.615,0.002671,0.05523,1092,2.1483
4096,3587.514,3781.922,11.535,24.345,9.404,4.701,3597,3798,7.717,0.5,85.333,0.004106,0.05376,449,1.4047
4097,160.225,3614.834,12.031,24.299,6.493,3.646,172,3628,9.058,0.438,-38.586,0.002094,0.05417,322,1.0944
4098,2211.342,3712.772,47.66,22.805,9.831,5.936,2228,3738,19.948,0.396,-66.475,0.00265,0.05499,936,1.7791
4099,1391.481,3965.173,6.569,24.956,7.927,3.32,1406,3974,5.532,0.581,-17.47,0.003692,0.05447,280,1.0943
4100,4127.658,3777.007,20.395,23.726,13.905,6.076,4155,3791,9.91,0.563,13.626,0.003954,0.05451,823,1.6972
4101,760.039,3772.697,3.5185,25.634,3.183,2.535,766,3779,4.607,0.204,44.599,0.004138,0.05415,108,0.59712
4102,1595.004,3707.639,31.843,23.242,8.552,6.041,1610,3733,15.404,0.294,83.495,0.004337,0.05494,746,1.7874
4103,1736.289,3624.739,39.015,23.022,10.197,7.182,1753,3656,16.194,0.296,83.869,0.002205,0.05488,1005,2.2974
4104,1083.361,3775.354,4.7634,25.305,4.968,3.238,1094,3784,4.991,0.348,11.125,0.003654,0.05458,182,0.80967
4105,451.127,3615.088,3.8708,25.53,3.524,3.183,458,3623,4.586,0.097,-15.903,0.005687,0.05474,141,0.78858
4106,2855.244,3700.68,6.8891,24.905,6.827,3.149,2869,3710,5.894,0.539,30.845,0.004363,0.05464,268,1.1747
4107,3444.562,3784.81,4.2267,25.435,4.148,3.681,3452,3792,4.379,0.113,-14.292,0.005325,0.05468,181,0.99458
4108,2685.243,3974.152,76.141,22.296,8.498,7.737,2706,3996,26.801,0.09,16.752,0.004589,0.05476,1205,2.2305
4109,3013.757,3969.211,3.9852,25.499,3.483,2.771,3021,3975,4.861,0.204,-16.467,0.002807,0.05419,128,0.8139
4110,1264.519,3790.015,6.0869,25.039,5.086,4.004,1273,3801,5.492,0.213,74.551,0.005005,0.05509,236,0.91156
